id,Booking_status,Probability
46525,0,0.20708773
46526,0,0.08361671
46527,1,0.807662
46528,0,0.06915778
46529,1,0.52910835
46530,0,0.43992442
46531,0,0.22530082
46532,1,0.9488971
46533,0,0.103035554
46534,1,0.5173304
46535,0,0.32487634
46536,0,0.004617332
46537,0,0.054282486
46538,1,0.7288583
46539,0,0.39150858
46540,0,0.31418777
46541,0,0.06671508
46542,0,0.12260302
46543,0,0.002112949
46544,0,0.11376333
46545,0,0.4780249
46546,1,0.6501724
46547,1,0.6116375
46548,1,0.6365364
46549,1,0.5022007
46550,0,0.22212015
46551,1,0.86165565
46552,0,0.06232432
46553,1,0.79570967
46554,1,0.7641578
46555,0,0.36043072
46556,1,0.5610328
46557,1,0.8297822
46558,0,0.10740511
46559,1,0.8144904
46560,1,0.6196473
46561,0,0.0047622253
46562,0,0.025767377
46563,1,0.54352874
46564,1,0.9252527
46565,1,0.90247804
46566,0,0.39546466
46567,1,0.7126348
46568,0,0.16857924
46569,0,0.1913511
46570,0,0.20936787
46571,0,0.47951669
46572,0,5.5621367e-06
46573,0,0.43193346
46574,0,0.14549129
46575,0,0.11554431
46576,1,0.9064083
46577,0,0.166985
46578,0,0.0008361417
46579,1,0.8858142
46580,1,0.9486255
46581,0,0.22127806
46582,0,0.36968264
46583,0,0.2937395
46584,0,0.16056068
46585,0,0.41237462
46586,1,0.6689239
46587,1,0.7660227
46588,0,0.10030363
46589,0,0.1691377
46590,0,0.04364242
46591,1,0.71070594
46592,0,0.03965421
46593,1,0.89963543
46594,0,0.079592794
46595,0,0.0026525876
46596,0,0.1176431
46597,1,0.87846065
46598,0,0.38963565
46599,1,0.52167916
46600,1,0.52143687
46601,0,0.08062055
46602,0,0.4305705
46603,0,0.07551853
46604,0,0.46725842
46605,0,0.35544953
46606,0,0.23641033
46607,0,0.11409366
46608,1,0.7011854
46609,0,0.13758983
46610,1,0.9053108
46611,1,0.80753434
46612,1,0.9031278
46613,1,0.5263013
46614,1,0.8009838
46615,0,0.31677228
46616,0,0.08196932
46617,1,0.78769886
46618,0,0.022131195
46619,0,0.2707523
46620,0,0.21286231
46621,1,0.57475275
46622,0,0.018856697
46623,0,0.28964913
46624,0,0.11464862
46625,0,0.22333948
46626,1,0.50470936
46627,0,0.33032426
46628,0,0.13335659
46629,0,0.010341677
46630,0,0.29582182
46631,0,0.0710328
46632,0,0.14957187
46633,0,0.16258694
46634,0,0.096024394
46635,0,0.05559067
46636,1,0.8673028
46637,1,0.8741177
46638,1,0.73836064
46639,1,0.8887716
46640,1,0.80240566
46641,0,0.11974828
46642,1,0.9282605
46643,0,3.177433e-05
46644,0,0.31929386
46645,1,0.68669236
46646,0,0.31555542
46647,1,0.5846589
46648,0,0.062457517
46649,1,0.6530457
46650,0,6.2763475e-11
46651,0,0.16936791
46652,0,0.028636986
46653,0,0.000559915
46654,0,0.40553322
46655,0,0.37322477
46656,1,0.6377615
46657,1,0.74723583
46658,0,0.26909524
46659,0,0.12201483
46660,0,0.037317626
46661,0,0.12668055
46662,0,0.013099455
46663,1,0.5903444
46664,0,0.09914581
46665,0,0.15076384
46666,1,0.95094085
46667,1,0.8184301
46668,0,0.09498487
46669,1,0.6775555
46670,0,0.40461656
46671,0,0.0358145
46672,0,0.02266046
46673,0,0.48672268
46674,1,0.75523657
46675,1,0.6535692
46676,0,0.238622
46677,0,0.0446137
46678,1,0.5315363
46679,0,0.3813182
46680,0,0.109655306
46681,0,0.038363636
46682,1,0.9298964
46683,0,0.07222873
46684,1,0.7808364
46685,0,0.35569626
46686,1,0.7320278
46687,0,0.23701593
46688,1,0.7865202
46689,1,0.81782174
46690,1,0.5667208
46691,0,0.31253615
46692,0,0.002878422
46693,0,0.20002009
46694,1,0.6411442
46695,0,0.4735903
46696,1,0.5402419
46697,1,0.7174434
46698,0,0.18011561
46699,0,0.12797979
46700,0,0.00017188037
46701,0,0.03950413
46702,1,0.9520685
46703,0,0.044210006
46704,1,0.53999245
46705,0,0.291395
46706,0,0.078410126
46707,0,0.4755993
46708,0,0.18080781
46709,0,0.09025689
46710,0,0.10799666
46711,1,0.77792037
46712,0,0.06952633
46713,0,0.44534922
46714,0,0.09362168
46715,1,0.8473934
46716,1,0.6263158
46717,0,0.024815673
46718,1,0.5783675
46719,0,0.047430217
46720,0,0.25177282
46721,0,0.15307717
46722,0,0.114440605
46723,0,2.0072257e-07
46724,0,0.08605955
46725,1,0.7367136
46726,0,0.11314203
46727,0,0.27986252
46728,0,0.020395363
46729,0,0.037704114
46730,0,0.11876011
46731,1,0.585885
46732,1,0.6502132
46733,1,0.9550706
46734,0,0.2975873
46735,0,0.4232991
46736,0,0.4068608
46737,0,0.2572181
46738,1,0.84471554
46739,0,0.17397787
46740,1,0.7938675
46741,0,0.04285762
46742,0,0.47008157
46743,0,0.09051036
46744,0,0.13110226
46745,0,0.45324686
46746,1,0.81123704
46747,0,0.17149968
46748,1,0.68340087
46749,0,0.11637081
46750,1,0.68108374
46751,1,0.75321734
46752,0,0.024335137
46753,0,0.058003224
46754,0,0.43206614
46755,0,0.26874527
46756,1,0.93399173
46757,0,0.09010357
46758,0,0.4144275
46759,0,0.3974094
46760,1,0.53602153
46761,0,0.07682912
46762,0,0.24056214
46763,0,0.1342809
46764,1,0.6670291
46765,1,0.77525264
46766,0,0.015968246
46767,1,0.68637604
46768,0,0.02088209
46769,0,0.33167773
46770,0,0.4899014
46771,0,0.24066111
46772,1,0.98748785
46773,0,1.5279482e-05
46774,0,0.1754566
46775,0,0.06999444
46776,1,0.8266852
46777,0,0.3535961
46778,1,0.9777913
46779,1,0.7190856
46780,1,0.84337604
46781,1,0.5432098
46782,1,0.58408123
46783,1,0.51721513
46784,0,0.16456902
46785,1,0.7389508
46786,0,0.0009554838
46787,1,0.8512626
46788,1,0.84672475
46789,0,0.10519867
46790,1,0.674974
46791,0,0.17944643
46792,1,0.5754168
46793,1,0.50610316
46794,0,0.013868819
46795,0,0.37425062
46796,1,0.8236974
46797,1,0.8435876
46798,0,0.033939824
46799,0,0.32312092
46800,0,0.2944254
46801,1,0.51286465
46802,1,0.7569058
46803,1,0.92944175
46804,1,0.7680363
46805,0,0.31549737
46806,1,0.5294122
46807,0,0.06274972
46808,0,0.056135744
46809,0,0.013612676
46810,0,0.09332813
46811,1,0.7142215
46812,0,0.051870074
46813,1,0.9138064
46814,0,0.28544164
46815,0,0.2096577
46816,0,0.12970337
46817,0,0.09450865
46818,0,0.34887132
46819,0,0.050895583
46820,1,0.5620526
46821,0,0.30058855
46822,0,0.12838055
46823,0,0.2517274
46824,1,0.8378524
46825,1,0.7807621
46826,1,0.63591963
46827,0,0.06836371
46828,1,0.6888851
46829,0,0.067420796
46830,0,0.06094431
46831,0,0.28241688
46832,0,0.17601013
46833,0,0.0021826893
46834,0,0.069219
46835,0,0.3274611
46836,0,0.4845577
46837,0,0.29693455
46838,0,0.18699972
46839,0,0.1347486
46840,0,0.2760402
46841,1,0.5616214
46842,1,0.6455672
46843,0,0.0050220364
46844,0,0.19040816
46845,0,0.09514183
46846,1,0.71757835
46847,1,0.6679237
46848,1,0.64758044
46849,1,0.87665033
46850,0,0.16727592
46851,0,0.12175555
46852,0,0.017979195
46853,0,0.23079902
46854,0,0.02032031
46855,0,0.024919309
46856,0,0.06941986
46857,0,0.07741269
46858,0,0.14660722
46859,0,0.109143995
46860,0,0.41055933
46861,0,0.17650746
46862,1,0.97700703
46863,0,0.21347396
46864,0,0.15322056
46865,1,0.7091757
46866,0,0.013164836
46867,0,0.33137035
46868,0,0.00090829935
46869,0,0.20202662
46870,1,0.78207976
46871,1,0.68074596
46872,0,0.03771563
46873,1,0.6679135
46874,0,0.105615936
46875,1,0.7992103
46876,1,0.80869174
46877,0,0.0189807
46878,0,0.07700827
46879,0,0.35484296
46880,1,0.6464189
46881,1,0.9092342
46882,0,0.0014276679
46883,0,0.00538666
46884,0,0.3752335
46885,0,0.061978776
46886,0,0.2515036
46887,0,0.12624261
46888,1,0.529067
46889,1,0.82019424
46890,1,0.9110505
46891,1,0.86062634
46892,1,0.5257732
46893,0,0.027961897
46894,0,0.278423
46895,0,0.24139507
46896,0,0.35893384
46897,0,0.023818051
46898,1,0.7007148
46899,1,0.55325335
46900,1,0.5634475
46901,1,0.8269337
46902,0,0.0014058978
46903,0,0.4195183
46904,0,0.0652681
46905,0,0.078622274
46906,0,0.0022974713
46907,0,0.02058822
46908,0,3.9289454e-05
46909,0,0.1085147
46910,0,0.16369799
46911,0,0.056562927
46912,0,0.34760508
46913,1,0.89225435
46914,1,0.9664202
46915,0,0.010297676
46916,0,0.4980613
46917,0,0.07998469
46918,1,0.8069223
46919,1,0.83551717
46920,1,0.74908304
46921,0,0.1516204
46922,1,0.75151396
46923,1,0.60147154
46924,1,0.5444684
46925,0,0.29170308
46926,0,0.19849919
46927,0,0.11506592
46928,0,0.0012825297
46929,0,0.13892426
46930,0,0.2663362
46931,1,0.74419963
46932,0,0.002497602
46933,0,0.44496113
46934,0,0.078307465
46935,0,0.100138955
46936,1,0.5062063
46937,1,0.8366921
46938,1,0.6547755
46939,1,0.7568846
46940,0,0.18962006
46941,0,0.0448793
46942,1,0.6351154
46943,1,0.53979
46944,1,0.56208885
46945,0,0.39688775
46946,1,0.59257627
46947,1,0.77521944
46948,0,0.1572262
46949,1,0.9319526
46950,0,0.017670078
46951,0,0.2202708
46952,0,0.14192583
46953,0,0.027811794
46954,1,0.9327563
46955,0,0.053488147
46956,1,0.7920957
46957,1,0.5402464
46958,0,0.016118202
46959,1,0.95682454
46960,1,0.96392906
46961,0,3.9315828e-10
46962,1,0.5282442
46963,1,0.50190496
46964,0,2.0978007e-07
46965,0,0.06500141
46966,0,0.235636
46967,0,0.22258727
46968,0,0.15749948
46969,0,0.14875597
46970,1,0.52549785
46971,1,0.55894154
46972,0,0.40562472
46973,0,0.27659374
46974,0,0.08345429
46975,1,0.7769837
46976,0,0.20384327
46977,0,0.010735361
46978,0,0.07754906
46979,0,0.37474734
46980,0,0.37063766
46981,1,0.5522823
46982,1,0.5176106
46983,0,0.17489092
46984,0,0.19894953
46985,0,0.42849517
46986,0,0.0004347718
46987,0,0.054700296
46988,1,0.714953
46989,0,0.010323923
46990,1,0.8186236
46991,1,0.9254768
46992,0,0.06981717
46993,0,0.43195593
46994,0,0.09324364
46995,1,0.6136766
46996,1,0.81424975
46997,0,0.05255538
46998,0,0.16631678
46999,1,0.6293699
47000,0,0.13689297
47001,1,0.9049892
47002,0,0.16753213
47003,0,0.17883804
47004,1,0.727555
47005,0,0.22313154
47006,1,0.8799593
47007,0,0.071154796
47008,1,0.93712544
47009,0,0.13477686
47010,1,0.78994685
47011,1,0.70970494
47012,0,0.0077616167
47013,0,0.4107614
47014,1,0.8383667
47015,0,0.22171475
47016,0,0.2713961
47017,1,0.62317616
47018,0,0.26597238
47019,0,0.014747878
47020,0,0.44509524
47021,0,0.27096435
47022,0,0.019176329
47023,0,0.25300163
47024,1,0.67002565
47025,0,0.12724712
47026,1,0.5811522
47027,0,0.3395346
47028,0,0.14665614
47029,1,0.6038713
47030,0,0.2472173
47031,1,0.9320261
47032,1,0.6741878
47033,1,0.5807401
47034,1,0.82595414
47035,1,0.52297616
47036,1,0.710552
47037,1,0.8379255
47038,0,0.43896112
47039,0,0.017913988
47040,1,0.84421456
47041,0,0.09319823
47042,1,0.775103
47043,1,0.60126925
47044,1,0.781669
47045,0,0.0005155629
47046,0,0.12806958
47047,0,0.24862388
47048,1,0.62734973
47049,1,0.92724025
47050,0,0.19446683
47051,1,0.5833826
47052,0,0.43622172
47053,0,0.21173647
47054,0,6.2302716e-34
47055,0,0.36275107
47056,0,0.28071
47057,1,0.75076306
47058,0,0.060137328
47059,0,0.011722284
47060,0,0.05292217
47061,1,0.78367263
47062,0,0.31432933
47063,0,0.4159264
47064,0,0.016752107
47065,0,0.047582317
47066,1,0.65327036
47067,0,0.38692656
47068,0,0.003972474
47069,1,0.7487492
47070,0,0.23710251
47071,0,0.05583969
47072,0,0.17768319
47073,0,0.4625215
47074,0,0.069473766
47075,1,0.73169965
47076,1,0.88242817
47077,1,0.76561975
47078,1,0.86570936
47079,0,0.05989322
47080,1,0.5391978
47081,0,0.16458388
47082,0,0.14676036
47083,0,6.7984673e-10
47084,1,0.58698213
47085,0,2.6649687e-26
47086,0,0.10173741
47087,0,0.1792856
47088,0,0.06189352
47089,1,0.82137406
47090,0,0.2871458
47091,0,0.34643024
47092,0,0.28279063
47093,0,0.019313948
47094,0,0.092805244
47095,1,0.79211485
47096,0,0.05001528
47097,1,0.75743425
47098,1,0.54228836
47099,1,0.8416826
47100,0,0.28461522
47101,1,0.5487242
47102,0,0.10685203
47103,0,0.41845378
47104,1,0.6587087
47105,0,0.28961498
47106,0,0.0042294543
47107,1,0.69354695
47108,1,0.88579565
47109,0,0.073449135
47110,1,0.7751478
47111,0,0.0060972446
47112,0,0.055009127
47113,1,0.8446783
47114,0,0.07603669
47115,0,0.112623446
47116,0,0.24447003
47117,0,0.011045955
47118,0,0.28591835
47119,1,0.51980525
47120,0,0.023069391
47121,0,0.2744541
47122,0,0.07913914
47123,1,0.7829629
47124,0,0.059504215
47125,0,0.20854364
47126,0,0.0042817546
47127,0,0.19494568
47128,1,0.87660027
47129,0,0.0308105
47130,0,0.007281497
47131,0,0.14363487
47132,0,0.32254496
47133,0,0.34034267
47134,0,0.11044499
47135,1,0.7476996
47136,1,0.64754707
47137,0,0.4322324
47138,0,0.052293975
47139,1,0.8583554
47140,1,0.79559416
47141,1,0.78192776
47142,0,0.44330886
47143,0,0.48828268
47144,1,0.55233157
47145,0,0.008411601
47146,0,0.07926138
47147,1,0.6932338
47148,1,0.8257556
47149,1,0.6458014
47150,1,0.60600555
47151,0,2.2578408e-08
47152,1,0.78849685
47153,1,0.7156174
47154,0,0.07064851
47155,0,0.45909667
47156,0,0.12873128
47157,0,0.21677898
47158,1,0.6414855
47159,1,0.8894362
47160,0,0.37651744
47161,1,0.6156964
47162,1,0.9443015
47163,1,0.63236815
47164,0,0.18890007
47165,1,0.58367866
47166,0,2.498593e-06
47167,0,0.01300622
47168,0,0.195648
47169,1,0.9212081
47170,0,0.14546195
47171,0,0.4142957
47172,0,0.1842333
47173,1,0.86634
47174,1,0.7007437
47175,1,0.78481525
47176,0,0.4802548
47177,0,0.118786715
47178,1,0.9718992
47179,0,0.028847348
47180,0,0.40890288
47181,1,0.76407087
47182,0,0.13576925
47183,1,0.7039834
47184,0,0.09031332
47185,0,0.3775107
47186,0,0.35146603
47187,0,0.0033186027
47188,0,0.030725474
47189,1,0.9813426
47190,0,0.11762827
47191,1,0.64869136
47192,0,0.0669871
47193,0,0.036488023
47194,0,0.05255511
47195,1,0.7312213
47196,0,0.40941143
47197,0,0.1931913
47198,0,0.0
47199,0,0.13519974
47200,0,0.14505465
47201,0,0.23780744
47202,1,0.60261256
47203,1,0.869257
47204,1,0.9048112
47205,0,0.04337008
47206,0,0.22791065
47207,0,0.29261726
47208,0,0.009807348
47209,0,0.2338672
47210,0,0.313494
47211,0,0.15854116
47212,1,0.80150884
47213,0,0.007809834
47214,0,0.12633677
47215,0,0.013901648
47216,1,0.6050845
47217,0,0.020620989
47218,0,0.14936312
47219,0,0.009087704
47220,0,0.11324235
47221,1,0.8929617
47222,0,0.14083032
47223,1,0.7093841
47224,0,0.10940476
47225,1,0.86609036
47226,0,0.22347304
47227,0,0.0010566266
47228,1,0.853766
47229,1,0.59930027
47230,0,0.28739402
47231,0,0.24613723
47232,1,0.7197291
47233,0,0.072914734
47234,0,0.25328112
47235,0,0.13285488
47236,1,0.81913203
47237,1,0.86672765
47238,0,0.3310637
47239,0,0.37979868
47240,0,0.007201581
47241,0,0.00045267
47242,0,0.4036395
47243,0,0.27634245
47244,0,0.412263
47245,0,0.0424465
47246,1,0.8736987
47247,1,0.54381406
47248,1,0.69181657
47249,1,0.8391168
47250,1,0.6893841
47251,0,0.32448614
47252,1,0.7520984
47253,0,0.34476942
47254,0,5.436333e-28
47255,1,0.6081152
47256,0,0.004994949
47257,0,0.40004256
47258,1,0.8883685
47259,0,0.062991865
47260,0,0.12668309
47261,0,0.23229118
47262,0,0.16441093
47263,0,0.2656638
47264,1,0.6950466
47265,1,0.950345
47266,1,0.71998185
47267,0,0.23503716
47268,1,0.51197386
47269,0,0.085135475
47270,0,0.19141652
47271,0,0.18495052
47272,1,0.90784585
47273,0,0.24605554
47274,0,0.0018220389
47275,0,0.01603634
47276,0,0.3842514
47277,0,0.0014268232
47278,0,0.23603499
47279,0,0.49694082
47280,1,0.82558113
47281,1,0.7506931
47282,0,0.29942635
47283,0,0.46320295
47284,0,0.025678664
47285,1,0.6743451
47286,0,0.03197007
47287,0,0.03739045
47288,0,0.058885608
47289,1,0.97726756
47290,0,0.18603167
47291,0,0.49576053
47292,0,0.10043331
47293,0,0.42564675
47294,0,0.36500072
47295,1,0.66167676
47296,0,0.037822142
47297,1,0.76389694
47298,0,0.29667872
47299,0,2.3172406e-09
47300,0,0.10551326
47301,0,0.20907173
47302,0,0.23824924
47303,1,0.81764394
47304,0,0.19183005
47305,0,0.10018922
47306,1,0.85256344
47307,0,0.26082185
47308,0,0.1303317
47309,0,0.1971472
47310,0,0.013298118
47311,0,0.1796243
47312,1,0.68019074
47313,1,0.6952589
47314,0,0.025745466
47315,0,0.25424793
47316,0,0.25100482
47317,1,0.71899325
47318,0,0.06863416
47319,0,0.09484592
47320,0,0.18618125
47321,0,0.42066556
47322,0,0.15696348
47323,0,0.35751417
47324,1,0.6821039
47325,0,0.077835195
47326,1,0.7006161
47327,1,0.79471344
47328,0,0.048716348
47329,1,0.81528276
47330,0,0.096881665
47331,0,0.08047731
47332,1,0.65463006
47333,0,0.072330184
47334,0,0.025708828
47335,1,0.98983574
47336,1,0.8633259
47337,0,0.3763581
47338,0,0.090713955
47339,1,0.54897904
47340,1,0.68412906
47341,1,0.909824
47342,0,0.40136588
47343,1,0.86586183
47344,1,0.86851233
47345,0,0.44807568
47346,0,0.12880799
47347,0,0.043638147
47348,0,0.1757554
47349,0,0.2714645
47350,1,0.8432192
47351,1,0.5208057
47352,1,0.6422942
47353,1,0.9870852
47354,1,0.8667267
47355,1,0.9183591
47356,0,0.33356568
47357,0,0.24683623
47358,0,0.24101679
47359,0,0.05677824
47360,0,0.37966743
47361,0,0.016510993
47362,1,0.73124826
47363,0,0.21752393
47364,0,0.013072016
47365,0,0.042240217
47366,0,0.0005145084
47367,1,0.55589336
47368,1,0.9180583
47369,0,0.035816096
47370,0,0.36510202
47371,0,0.41057363
47372,1,0.66907424
47373,1,0.89106494
47374,0,0.49589047
47375,0,0.20427974
47376,0,0.45856816
47377,0,0.17328803
47378,1,0.89689094
47379,0,0.0012440099
47380,0,0.064983256
47381,1,0.9281191
47382,0,0.102175884
47383,1,0.71796834
47384,0,0.26529127
47385,1,0.9150838
47386,0,0.12519073
47387,0,0.04224788
47388,0,0.042715374
47389,1,0.72129077
47390,0,0.016353916
47391,0,0.18548907
47392,1,0.5522219
47393,0,0.38121513
47394,0,0.26525903
47395,0,0.024542904
47396,0,0.4621809
47397,0,0.11846325
47398,0,0.43309885
47399,0,0.009262438
47400,0,0.20423107
47401,1,0.9606171
47402,0,0.16905436
47403,0,0.25843862
47404,1,0.9070099
47405,0,0.070840225
47406,0,0.08669692
47407,0,0.48859593
47408,0,0.20598976
47409,1,0.74011594
47410,0,0.13820869
47411,0,0.26081198
47412,0,0.035923924
47413,0,0.24750924
47414,0,0.20173791
47415,0,0.301195
47416,1,0.6629535
47417,0,0.068394795
47418,0,0.0907215
47419,0,0.47260642
47420,0,0.40075067
47421,1,0.9130637
47422,1,0.749193
47423,0,0.085156724
47424,1,0.72179294
47425,1,0.61277825
47426,0,0.03211912
47427,0,0.091318436
47428,0,0.46308666
47429,0,0.00065798656
47430,0,0.45225078
47431,0,0.25444162
47432,0,0.31053495
47433,0,0.018802444
47434,0,0.3157417
47435,1,0.9434391
47436,1,0.70533955
47437,0,0.36310086
47438,0,0.39122555
47439,0,0.44209528
47440,0,0.08104497
47441,1,0.51006263
47442,1,0.54593325
47443,0,2.1935057e-06
47444,0,0.073675685
47445,0,0.3839039
47446,1,0.62327194
47447,0,0.084664986
47448,1,0.65059495
47449,0,0.23099814
47450,0,0.2417388
47451,1,0.97495186
47452,0,0.025994742
47453,1,0.83623695
47454,0,0.086142994
47455,0,0.027562832
47456,0,0.49689668
47457,1,0.8577782
47458,1,0.84055877
47459,0,0.091499165
47460,0,0.28685078
47461,0,0.25501853
47462,1,0.5045412
47463,0,0.3751523
47464,1,0.85621446
47465,0,0.047752254
47466,0,0.38203567
47467,0,0.014883247
47468,0,0.06282087
47469,0,0.08920289
47470,1,0.712655
47471,0,0.050116576
47472,1,0.5913683
47473,1,0.88222724
47474,0,0.369981
47475,1,0.8167168
47476,0,0.1700658
47477,0,0.25788233
47478,0,0.3679452
47479,1,0.7464491
47480,0,0.1840932
47481,0,0.06468695
47482,0,0.27663627
47483,0,0.26517078
47484,1,0.65895
47485,1,0.6931573
47486,1,0.73711616
47487,0,0.27024132
47488,1,0.7835118
47489,0,0.20867732
47490,0,0.3559924
47491,0,0.023186829
47492,1,0.9042483
47493,0,0.22743954
47494,1,0.71199584
47495,1,0.5116052
47496,1,0.691018
47497,0,0.23075011
47498,0,0.019709846
47499,1,0.7090482
47500,0,0.47626844
47501,1,0.744449
47502,0,0.33044642
47503,1,0.7313521
47504,1,0.86982745
47505,0,0.12057606
47506,0,0.28172326
47507,0,0.21764606
47508,1,0.6886173
47509,0,5.4359944e-08
47510,0,0.39133376
47511,0,0.090578996
47512,1,0.51610035
47513,0,0.02449064
47514,1,0.6657711
47515,0,0.14587416
47516,0,0.00019991587
47517,1,0.72703177
47518,1,0.63655245
47519,1,0.67964303
47520,1,0.84476936
47521,1,0.6609029
47522,1,0.59317267
47523,0,0.09926583
47524,0,0.32613733
47525,1,0.84766936
47526,0,0.028476253
47527,1,0.5195997
47528,1,0.64154273
47529,0,0.04757995
47530,0,0.40871093
47531,0,0.067004636
47532,1,0.8837349
47533,0,0.09723617
47534,0,0.3229607
47535,0,0.466763
47536,0,0.08074044
47537,1,0.9660078
47538,1,0.7753363
47539,0,0.36412564
47540,1,0.8926134
47541,0,0.013335413
47542,0,1.0405445e-06
47543,1,0.6920241
47544,0,0.13840392
47545,0,0.21029298
47546,1,0.80731994
47547,1,0.64786667
47548,0,0.047028713
47549,0,0.45085075
47550,1,0.58183783
47551,1,0.8088591
47552,0,0.35599706
47553,1,0.7503246
47554,0,0.13809982
47555,1,0.8412267
47556,1,0.6449249
47557,1,0.7302968
47558,0,0.23972718
47559,0,0.01677593
47560,0,0.034442723
47561,0,0.11154856
47562,0,0.061573233
47563,1,0.66675365
47564,1,0.7832734
47565,0,0.16516957
47566,0,0.30888703
47567,0,0.021318328
47568,1,0.85497975
47569,0,0.013228012
47570,0,0.34704393
47571,0,0.21016932
47572,0,0.056443416
47573,1,0.83794844
47574,1,0.8163842
47575,1,0.5514457
47576,0,0.033367325
47577,0,0.107722
47578,1,0.7584066
47579,1,0.54263103
47580,1,0.6085066
47581,0,0.35089478
47582,0,8.212691e-05
47583,1,0.70702946
47584,1,0.7979667
47585,0,0.44784403
47586,1,0.6612868
47587,0,0.35052672
47588,1,0.79571223
47589,0,0.21656537
47590,0,0.18582481
47591,0,0.044901464
47592,1,0.79739106
47593,1,0.5018953
47594,0,0.34753114
47595,1,0.55751055
47596,1,0.86007917
47597,0,0.33019206
47598,1,0.6729323
47599,0,0.04600672
47600,0,0.27158326
47601,1,0.65490997
47602,0,0.3112343
47603,1,0.6677784
47604,0,0.36491254
47605,0,0.17420796
47606,0,0.1899706
47607,0,0.124267064
47608,0,0.14936185
47609,0,0.019019045
47610,0,0.35343465
47611,0,0.07229932
47612,0,0.01159816
47613,0,0.066223525
47614,0,0.26879272
47615,1,0.7757762
47616,1,0.79926246
47617,0,0.37836394
47618,1,0.5572795
47619,1,0.51331156
47620,0,0.082168885
47621,0,0.24457623
47622,0,0.055438094
47623,0,0.119759575
47624,0,0.032274567
47625,0,0.34762132
47626,0,0.13163221
47627,0,0.47421837
47628,0,0.13888668
47629,1,0.92830795
47630,0,0.07998359
47631,1,0.7298109
47632,0,0.42003432
47633,1,0.5858877
47634,0,0.21833225
47635,0,0.35202816
47636,1,0.5081054
47637,0,0.11078171
47638,0,0.1277726
47639,0,7.1043585e-05
47640,0,0.3705168
47641,0,0.084506385
47642,1,0.7514135
47643,1,0.8410303
47644,0,0.18172003
47645,1,0.8265817
47646,1,0.93964964
47647,1,0.79710245
47648,0,0.1391285
47649,0,0.20122269
47650,0,0.22200038
47651,0,0.010966246
47652,0,0.17000961
47653,0,0.046865422
47654,0,0.21775056
47655,0,0.13234511
47656,0,0.11806694
47657,0,0.055103026
47658,0,0.33326593
47659,0,0.4618101
47660,0,0.2583247
47661,0,0.33434454
47662,1,0.67165303
47663,0,0.18112409
47664,1,0.7740958
47665,0,0.47933266
47666,0,0.072320044
47667,0,7.495983e-09
47668,1,0.8549964
47669,1,0.7036168
47670,0,0.20754854
47671,1,0.62848824
47672,0,0.022938464
47673,0,0.024242777
47674,1,0.86776066
47675,1,0.90182674
47676,1,0.7885511
47677,0,0.053137153
47678,1,0.752175
47679,1,0.54072684
47680,0,0.04245415
47681,0,0.47199842
47682,1,0.92609894
47683,0,0.062614
47684,0,0.28750378
47685,0,0.35778904
47686,1,0.92728996
47687,1,0.503308
47688,0,0.4036461
47689,1,0.5312258
47690,0,0.11945303
47691,0,0.35173193
47692,1,0.60193425
47693,0,0.15098546
47694,0,0.16762625
47695,0,0.09585295
47696,0,0.36485022
47697,1,0.90769756
47698,0,0.2399097
47699,0,0.041424748
47700,1,0.8523761
47701,0,0.24684574
47702,0,0.3199177
47703,0,0.41705793
47704,1,0.97505015
47705,1,0.81938696
47706,0,0.38595203
47707,0,0.09647837
47708,1,0.8054046
47709,0,0.017070701
47710,0,0.0065566446
47711,0,0.37854135
47712,0,0.11181548
47713,0,1.2106101e-06
47714,0,0.009655195
47715,0,0.42800328
47716,0,0.02031889
47717,1,0.8529615
47718,0,0.082646534
47719,1,0.5717535
47720,1,0.58182675
47721,0,0.08996082
47722,1,0.8413707
47723,0,0.3405638
47724,0,0.35797155
47725,0,0.059096657
47726,1,0.5867454
47727,1,0.9505419
47728,0,0.022908144
47729,1,0.71925014
47730,0,0.043567292
47731,0,0.007711617
47732,0,0.0041077673
47733,1,0.69146097
47734,1,0.6532475
47735,0,0.1752797
47736,0,0.37982056
47737,1,0.85945976
47738,0,0.21011978
47739,0,0.08421614
47740,0,0.13329245
47741,0,0.129457
47742,0,0.4279378
47743,1,0.96755487
47744,1,0.78062683
47745,0,0.47832566
47746,1,0.88879275
47747,0,0.17833863
47748,0,0.09978342
47749,0,0.2570483
47750,1,0.74687624
47751,0,0.13488576
47752,0,0.47072047
47753,0,0.058448937
47754,0,0.16733518
47755,1,0.7983866
47756,1,0.9607809
47757,0,0.15734324
47758,0,0.12921758
47759,1,0.81972414
47760,0,0.3109043
47761,1,0.55894667
47762,0,0.017183963
47763,0,0.011335484
47764,0,0.042323306
47765,0,0.06418647
47766,1,0.83289325
47767,0,0.36526895
47768,0,0.066658355
47769,1,0.6884991
47770,1,0.653736
47771,1,0.6276255
47772,0,0.0056125163
47773,1,0.76603204
47774,1,0.5597162
47775,0,0.20561908
47776,0,0.19646177
47777,0,0.1807253
47778,0,0.0052035395
47779,0,0.09908431
47780,0,0.3913784
47781,0,0.3252567
47782,0,0.13289827
47783,0,0.13452107
47784,0,0.40773514
47785,1,0.8303429
47786,0,0.3846045
47787,0,0.35722283
47788,0,0.29835975
47789,0,0.043145277
47790,1,0.6655286
47791,1,0.56851953
